home_team,away_team,week,season,pred_home_win,actual_home_win,book_home_ml_odds,book_away_ml_odds,book_home_spread,book_home_spread_odds,book_away_spread,book_away_spread_odds,pred_home_spread,actual_home_spread,pred_home_cover,actual_home_cover,spread_correct,spread_winnings,ml_correct,ml_winnings,naive_spread_winnings,naive_ml_winnings,pred_vs_book_spread
Florida Atlantic,Florida International,11,2019,1,1,-435,337,-11.5,-112,11.5,-107,-13.94,-30,0,0,1,1.93457943925234,1,1.22988505747126,0.967289719626168,1.22988505747126,2.44
Western Kentucky,Florida International,12,2020,1,1,NA,NA,NA,NA,NA,NA,-1.1,-17,NA,NA,NA,NA,1,NA,NA,NA,NA
Central Michigan,Florida International,4,2021,1,1,NA,NA,NA,NA,NA,NA,-6.04,-4,NA,NA,NA,NA,1,NA,NA,NA,NA
Western Kentucky,Florida International,4,2022,1,1,-6678,1600,-31,-107,31,-107,-22.1,-73,1,0,0,0,1,1.01497454327643,0.967289719626168,1.01497454327643,8.9
New Mexico State,Florida International,5,2022,1,0,-715,480,-15.5,-110,15.5,-110,-6.48,14,1,1,1,1.90909090909091,0,0,0.954545454545455,0,9.02
Charlotte,Florida International,8,2022,1,0,-550,390,-13.5,-107,13.5,-110,-1.99,19,1,1,1,1.93457943925234,0,0,0.967289719626168,0,11.51
North Texas,Florida International,10,2022,1,1,-1969,900,-21.5,-107,21.5,-114,-9.28,-38,1,0,0,0,1,1.05078720162519,0.93859649122807,1.05078720162519,12.22
Middle Tennessee,Florida International,11,2023,0,1,-425,330,-10.5,-109,10.5,-111,5.74,-34,1,0,0,0,0,0,0.950450450450451,1.23529411764706,16.24
Florida Atlantic,Florida International,3,2024,1,1,-161,129,-3.5,-110,3.5,-117,-0.24,-18,1,0,0,0,1,1.62111801242236,0.927350427350427,1.62111801242236,3.26
Syracuse,Florida State,7,2014,0,0,NA,NA,NA,NA,NA,NA,8.98,18,NA,NA,NA,NA,1,NA,NA,NA,NA
Louisville,Florida State,10,2014,0,0,NA,NA,NA,NA,NA,NA,1.92,11,NA,NA,NA,NA,1,NA,NA,NA,NA
Wake Forest,Florida State,5,2015,0,0,NA,NA,NA,NA,NA,NA,10.01,8,NA,NA,NA,NA,1,NA,NA,NA,NA
South Florida,Florida State,4,2016,1,0,165,-180,4,-110,-4,-105,-20.79,20,0,1,0,0,0,0,0.954545454545455,1.55555555555556,24.79
Duke,Florida State,7,2017,1,0,225,-275,7,-110,-7,-110,-8.55,7,0,0,1,1.90909090909091,0,0,0.954545454545455,1.36363636363636,15.55
Clemson,Florida State,11,2017,1,1,-815,565,-16.5,-110,16.5,-110,-16.89,-17,0,0,1,1.90909090909091,1,1.12269938650307,0.954545454545455,1.12269938650307,0.390000000000001
Miami,Florida State,6,2018,1,1,-500,400,-14,-110,14,-110,-16.6,-1,0,1,0,0,1,1.2,0.954545454545455,1.2,2.6
NC State,Florida State,10,2018,1,1,-340,270,-9.5,-110,9.5,-110,-5.98,-19,1,0,0,0,1,1.29411764705882,0.954545454545455,1.29411764705882,3.52
Wake Forest,Florida State,8,2019,1,1,104,-121,3,-115,-1.5,-107,-18.39,-2,0,0,1,1.93457943925234,1,2.04,0.967289719626168,0,21.39
Miami,Florida State,4,2020,1,1,-460,355,-12,-110,12,-110,-12.91,-42,0,0,1,1.90909090909091,1,1.21739130434783,0.954545454545455,1.21739130434783,0.91
North Carolina,Florida State,6,2021,1,0,NA,NA,NA,NA,NA,NA,-15.52,10,NA,NA,NA,NA,0,0,NA,NA,NA
Clemson,Florida State,9,2021,1,1,-392,285,-9.5,-113,9.5,-109,-1.46,-10,1,0,0,0,1,1.25510204081633,0.958715596330275,1.25510204081633,8.04
NC State,Florida State,6,2022,1,1,-160,128,-3.5,-107,3.5,-107,-6.81,-2,0,1,0,0,1,1.625,0.967289719626168,1.625,3.31
Boston College,Florida State,3,2023,0,0,1400,-4000,25.5,-112,-25.5,-112,6.64,2,0,0,1,1.89285714285714,1,1.025,0.946428571428571,1.025,18.86
Pittsburgh,Florida State,10,2023,0,0,855,-1600,21,-112,-21,-112,14.05,17,0,0,1,1.89285714285714,1,1.0625,0.946428571428571,1.0625,6.95
Utah,Fresno State,2,2014,1,1,NA,NA,NA,NA,NA,NA,-22.54,-32,NA,NA,NA,NA,1,NA,NA,NA,NA
UNLV,Fresno State,7,2014,0,1,NA,NA,NA,NA,NA,NA,9.46,-3,NA,NA,NA,NA,0,0,NA,NA,NA
Ole Miss,Fresno State,2,2015,1,1,NA,NA,NA,NA,NA,NA,-26.74,-52,NA,NA,NA,NA,1,NA,NA,NA,NA
San José State,Fresno State,4,2015,1,1,NA,NA,NA,NA,NA,NA,-9.04,-26,NA,NA,NA,NA,1,NA,NA,NA,NA
Air Force,Fresno State,8,2015,1,1,NA,NA,NA,NA,NA,NA,-14.97,-28,NA,NA,NA,NA,1,NA,NA,NA,NA
Hawai'i,Fresno State,11,2015,1,0,NA,NA,NA,NA,NA,NA,-0.75,28,NA,NA,NA,NA,0,0,NA,NA,NA
BYU,Fresno State,12,2015,1,1,NA,NA,NA,NA,NA,NA,-21.69,-42,NA,NA,NA,NA,1,NA,NA,NA,NA
Toledo,Fresno State,3,2016,1,1,-1600,1059,-22,-110,22,-105,-13.8,-35,1,0,0,0,1,1.0625,0.976190476190476,1.0625,8.2
Colorado State,Fresno State,10,2016,1,1,-830,580,-17,-110,17,-110,-14.95,-37,1,0,0,0,1,1.12048192771084,0.954545454545455,1.12048192771084,2.05
San Diego State,Fresno State,8,2017,0,0,-255,205,-6.5,-110,6.5,-110,3.16,24,1,1,1,1.90909090909091,1,3.05,0.954545454545455,0,9.66
Hawai'i,Fresno State,11,2017,0,0,265,-330,9.5,-110,-9.5,-110,15.52,10,1,1,1,1.90909090909091,1,1.3030303030303,0.954545454545455,1.3030303030303,6.02
Wyoming,Fresno State,12,2017,1,0,110,-130,2,-110,-2,-110,-6.65,6,0,1,0,0,0,0,0.954545454545455,1.76923076923077,8.65
UCLA,Fresno State,3,2018,0,0,120,-140,2.5,-105,-2.5,-115,11.01,24,1,1,1,1.95238095238095,1,1.71428571428571,0.976190476190476,1.71428571428571,8.51
Boise State,Fresno State,11,2018,0,1,115,-135,2.5,-110,-2.5,-110,6.49,-7,1,0,0,0,0,0,0.954545454545455,0,3.99
Hawai'i,Fresno State,10,2019,1,0,-133,112,-2.5,-110,2.5,-110,-4.49,3,0,1,0,0,0,0,0.954545454545455,0,1.99
New Mexico,Fresno State,15,2020,0,1,466,-660,15.5,-109,-15.5,-112,14.58,-10,0,0,1,1.89285714285714,0,0,0.946428571428571,0,0.92
Wyoming,Fresno State,7,2021,1,0,134,-161,3,-107,-3,-115,-2.33,17,0,1,0,0,0,0,0.967289719626168,1.62111801242236,5.33
San Diego State,Fresno State,9,2021,1,0,103,-126,1.5,-107,-1.5,-113,-4.59,10,0,1,0,0,0,0,0.967289719626168,1.79365079365079,6.09
Utah State,Fresno State,7,2023,0,0,180,-225,5.5,-112,-5.5,-112,13.6,5,1,0,0,0,1,1.44444444444444,0.946428571428571,1.44444444444444,8.1
Missouri,Georgia,3,2016,1,0,230,-270,7,-110,-7,-105,-1.71,1,0,0,1,1.95238095238095,0,0,0.976190476190476,1.37037037037037,8.71
Ole Miss,Georgia,4,2016,0,1,-245,210,-6.5,-105,6.5,-110,5.34,-31,1,0,0,0,0,0,0.954545454545455,1.40816326530612,11.84
Kentucky,Georgia,10,2016,1,0,120,-140,2.5,-105,-2.5,-115,-2.01,3,0,1,0,0,0,0,0.976190476190476,1.71428571428571,4.51
Notre Dame,Georgia,2,2017,0,0,-220,180,-5.5,-110,5.5,-110,2.51,1,1,1,1,1.90909090909091,1,2.8,0.954545454545455,0,8.01
Tennessee,Georgia,5,2017,0,0,315,-410,10,-110,-10,-110,1.52,41,0,1,0,0,1,1.24390243902439,0.954545454545455,1.24390243902439,8.48
Missouri,Georgia,4,2018,1,0,450,-588,14,-110,-14,-110,-1.09,14,0,0,1,1.90909090909091,0,0,0.954545454545455,1.17006802721088,15.09
Tennessee,Georgia,6,2019,0,0,1400,-3333,24.5,-110,-24.5,-110,14.77,29,0,1,0,0,1,1.03000300030003,0.954545454545455,1.03000300030003,9.73
Florida,Georgia,10,2019,0,0,190,-233,6.5,-110,-6.5,-112,6.21,7,0,1,0,0,1,1.42918454935622,0.954545454545455,1.42918454935622,0.29
Auburn,Georgia,12,2019,1,0,132,-155,3,-109,-3,-113,-0.52,7,0,1,0,0,0,0,0.958715596330275,1.64516129032258,3.52
LSU,Georgia,15,2019,1,1,-300,240,-7.5,-112,7.5,-107,-8.9,-27,0,0,1,1.93457943925234,1,1.33333333333333,0.967289719626168,1.33333333333333,1.4
Florida,Georgia,9,2021,0,0,480,-691,14,-109,-14,-116,11.41,27,0,1,0,0,1,1.14471780028944,0.958715596330275,1.14471780028944,2.59
Georgia Tech,Georgia,13,2021,0,0,4000,-1e+05,35.5,-110,-35.5,-112,21.66,45,0,1,0,0,1,1.001,0.954545454545455,1.001,13.84
Alabama,Georgia,14,2021,1,1,194,-245,6.5,-110,-6.5,-110,-0.83,-17,0,0,1,1.90909090909091,1,2.94,0.954545454545455,0,7.33
Missouri,Georgia,5,2022,0,0,1775,-10000,30.5,-111,-30.5,-109,10.29,4,0,0,1,1.91743119266055,1,1.01,0.958715596330275,1.01,20.21
Kentucky,Georgia,12,2022,0,0,1100,-2500,22.5,-107,-22.5,-113,10,10,0,0,1,1.88495575221239,1,1.04,0.942477876106195,1.04,12.5
Alabama,Georgia,5,2024,1,1,105,-125,2,-110,-2,-110,-11.87,-7,0,0,1,1.90909090909091,1,2.05,0.954545454545455,0,13.87
Georgia Tech,Georgia Southern,3,2014,1,1,NA,NA,NA,NA,NA,NA,-8.2,-4,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas State,Georgia Southern,11,2014,0,0,NA,NA,NA,NA,NA,NA,7.06,3,NA,NA,NA,NA,1,NA,NA,NA,NA
UL Monroe,Georgia Southern,5,2015,0,0,NA,NA,NA,NA,NA,NA,10.26,20,NA,NA,NA,NA,1,NA,NA,NA,NA
Troy,Georgia Southern,11,2015,0,0,NA,NA,NA,NA,NA,NA,2.58,35,NA,NA,NA,NA,1,NA,NA,NA,NA
Georgia,Georgia Southern,12,2015,1,1,NA,NA,NA,NA,NA,NA,-6.26,-6,NA,NA,NA,NA,1,NA,NA,NA,NA
Georgia State,Georgia Southern,12,2016,0,1,135,-160,3,-110,-3,-110,3.17,-6,1,0,0,0,0,0,0.954545454545455,0,0.17
Troy,Georgia Southern,9,2017,1,1,NA,NA,NA,NA,NA,NA,-19.24,-22,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas State,Georgia Southern,7,2018,0,0,588,-850,17,-110,-17,-110,8.58,2,0,0,1,1.90909090909091,1,1.11764705882353,0.954545454545455,1.11764705882353,8.42
New Mexico State,Georgia Southern,8,2018,0,0,290,-350,10,-110,-10,-110,5.67,17,0,1,0,0,1,1.28571428571429,0.954545454545455,1.28571428571429,4.33
Troy,Georgia Southern,11,2019,1,1,115,-135,2.5,-110,-2.5,-110,-1.26,-21,0,0,1,1.90909090909091,1,2.15,0.954545454545455,0,3.76
Army,Georgia Southern,12,2020,1,1,-175,142,-3.5,-118,3.5,-100,-10.55,-1,0,1,0,0,1,1.57142857142857,0.923728813559322,1.57142857142857,7.05
South Alabama,Georgia Southern,7,2021,1,1,-143,117,-2.5,-116,2.5,-105,-3.34,-27,0,0,1,1.95238095238095,1,1.6993006993007,0.976190476190476,1.6993006993007,0.84
Texas State,Georgia Southern,11,2021,1,0,NA,NA,NA,NA,NA,NA,-3.61,8,NA,NA,NA,NA,0,0,NA,NA,NA
Nebraska,Georgia Southern,2,2022,0,0,-2500,1100,-23,-110,23,-110,0.53,3,1,1,1,1.90909090909091,1,12,0.954545454545455,0,23.53
Ball State,Georgia Southern,4,2023,0,0,180,-220,5.5,-110,-5.5,-110,9.99,37,1,1,1,1.90909090909091,1,1.45454545454545,0.954545454545455,1.45454545454545,4.49
App State,Georgia Southern,13,2023,1,1,-380,300,-10,-115,10,-105,-12.83,-28,0,0,1,1.95238095238095,1,1.26315789473684,0.976190476190476,1.26315789473684,2.83
Nevada,Georgia Southern,2,2024,1,0,-105,-115,-0.5,-112,0.5,-112,-11.63,3,0,1,0,0,0,0,0.946428571428571,1.8695652173913,11.13
Clemson,Georgia State,13,2014,1,1,NA,NA,NA,NA,NA,NA,-25.96,-28,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas State,Georgia State,11,2015,1,0,NA,NA,NA,NA,NA,NA,-0.36,22,NA,NA,NA,NA,0,0,NA,NA,NA
Georgia Southern,Georgia State,14,2015,1,0,NA,NA,NA,NA,NA,NA,-14.26,27,NA,NA,NA,NA,0,0,NA,NA,NA
Air Force,Georgia State,2,2016,1,1,-1700,1102,-23.5,-110,23.5,-110,-30.03,-34,0,0,1,1.90909090909091,1,1.05882352941176,0.954545454545455,1.05882352941176,6.53
UL Monroe,Georgia State,7,2017,1,0,-165,140,-3.5,-105,3.5,-115,-8.31,10,0,1,0,0,0,0,0.976190476190476,0,4.81
Georgia Southern,Georgia State,10,2017,0,0,180,-220,5,-110,-5,-110,15.7,4,1,0,0,0,1,1.45454545454545,0.954545454545455,1.45454545454545,10.7
Texas State,Georgia State,11,2017,0,0,180,-220,5.5,-110,-5.5,-110,8.17,3,1,0,0,0,1,1.45454545454545,0.954545454545455,1.45454545454545,2.67
Louisiana,Georgia State,11,2018,1,1,-500,400,-13.5,-110,13.5,-110,-6.46,-14,1,0,0,0,1,1.2,0.954545454545455,1.2,7.04
Western Michigan,Georgia State,3,2019,1,1,-330,255,-9,-110,9,-110,-4.29,-47,1,0,0,0,1,1.3030303030303,0.954545454545455,1.3030303030303,4.71
Georgia Southern,Georgia State,14,2019,0,1,-242,197,-6.5,-110,6.5,-110,2.18,-28,1,0,0,0,0,0,0.954545454545455,1.41322314049587,8.68
UL Monroe,Georgia State,6,2021,0,0,477,-670,15.5,-110,-15.5,-110,2.84,34,0,1,0,0,1,1.14925373134328,0.954545454545455,1.14925373134328,12.66
Charlotte,Georgia State,3,2023,0,0,170,-215,5,-110,-5,-110,3.58,16,0,1,0,0,1,1.46511627906977,0.954545454545455,1.46511627906977,1.42
Louisiana,Georgia State,8,2023,0,0,-155,130,-3,-108,3,-112,1.32,3,1,1,1,1.92592592592593,1,2.3,0.962962962962963,0,4.32
Tulane,Georgia Tech,2,2014,0,0,NA,NA,NA,NA,NA,NA,14.34,17,NA,NA,NA,NA,1,NA,NA,NA,NA
NC State,Georgia Tech,11,2014,0,0,NA,NA,NA,NA,NA,NA,7.02,33,NA,NA,NA,NA,1,NA,NA,NA,NA
Notre Dame,Georgia Tech,3,2015,1,1,NA,NA,NA,NA,NA,NA,-3.47,-8,NA,NA,NA,NA,1,NA,NA,NA,NA
Clemson,Georgia Tech,6,2015,1,1,NA,NA,NA,NA,NA,NA,-16.65,-19,NA,NA,NA,NA,1,NA,NA,NA,NA
Virginia,Georgia Tech,9,2015,0,1,NA,NA,NA,NA,NA,NA,5.4,-6,NA,NA,NA,NA,0,0,NA,NA,NA
North Carolina,Georgia Tech,10,2016,1,1,NA,NA,NA,NA,NA,NA,-0.53,-28,NA,NA,NA,NA,1,NA,NA,NA,NA
Miami,Georgia Tech,7,2017,1,1,-265,215,-6.5,-110,6.5,-110,-8.1,-1,0,1,0,0,1,1.37735849056604,0.954545454545455,1.37735849056604,1.6
Virginia,Georgia Tech,10,2017,0,1,265,-330,8,-115,-8,-105,1.42,-4,0,0,1,1.95238095238095,0,0,0.976190476190476,0,6.58
Pittsburgh,Georgia Tech,3,2018,0,1,150,-170,3.5,-111,-3.5,-109,3.78,-5,1,0,0,0,0,0,0.958715596330275,0,0.28
Virginia Tech,Georgia Tech,9,2018,1,0,-155,135,-3,-110,3,-110,-5.73,21,0,1,0,0,0,0,0.954545454545455,0,2.73
Miami,Georgia Tech,8,2019,1,0,-950,700,-18.5,-115,18,-110,-18.39,7,1,1,1,1.8695652173913,0,0,0.934782608695652,0,0.109999999999999
Virginia,Georgia Tech,11,2019,1,1,-816,574,-16,-110,16,-110,-15.59,-5,1,1,1,1.90909090909091,1,1.12254901960784,0.954545454545455,1.12254901960784,0.41
NC State,Georgia Tech,14,2020,1,1,-252,210,-7,-110,7,-110,-13.98,-10,0,0,1,1.90909090909091,1,1.3968253968254,0.954545454545455,1.3968253968254,6.98
Duke,Georgia Tech,6,2021,1,0,158,-190,4.5,-114,-4.5,-106,-6.48,4,0,0,1,1.94339622641509,0,0,0.971698113207547,1.52631578947368,10.98
UCF,Georgia Tech,4,2022,1,1,-1667,850,-21.5,-112,21.5,-108,-18.68,-17,1,1,1,1.89285714285714,1,1.05998800239952,0.946428571428571,1.05998800239952,2.82
Pittsburgh,Georgia Tech,5,2022,1,0,-2582,1070,-21.5,-112,21.5,-108,-19.76,5,1,1,1,1.89285714285714,0,0,0.946428571428571,0,1.74
Colorado,Hawai'i,4,2014,0,1,NA,NA,NA,NA,NA,NA,3.89,-9,NA,NA,NA,NA,0,0,NA,NA,NA
San Diego State,Hawai'i,8,2014,1,1,NA,NA,NA,NA,NA,NA,-5.8,-10,NA,NA,NA,NA,1,NA,NA,NA,NA
San José State,Hawai'i,12,2014,1,0,NA,NA,NA,NA,NA,NA,-5.71,13,NA,NA,NA,NA,0,0,NA,NA,NA
Wisconsin,Hawai'i,4,2015,1,1,NA,NA,NA,NA,NA,NA,-14.58,-28,NA,NA,NA,NA,1,NA,NA,NA,NA
Arizona,Hawai'i,3,2016,1,1,-1900,1200,-23.5,-110,23.5,-105,-5.71,-19,1,1,1,1.90909090909091,1,1.05263157894737,0.954545454545455,1.05263157894737,17.79
San José State,Hawai'i,6,2016,0,0,NA,NA,NA,NA,NA,NA,2.38,17,NA,NA,NA,NA,1,NA,NA,NA,NA
Nevada,Hawai'i,6,2017,0,1,175,-210,5,-110,-5,-110,2.06,-14,0,0,1,1.90909090909091,0,0,0.954545454545455,0,2.94
Utah State,Hawai'i,12,2017,1,1,-390,305,-10.5,-110,10.5,-110,-8.84,-38,1,0,0,0,1,1.25641025641026,0.954545454545455,1.25641025641026,1.66
Army,Hawai'i,3,2018,0,1,-245,205,-7,-105,7,-115,4.83,-7,1,0,0,0,0,0,0.934782608695652,1.40816326530612,11.83
New Mexico,Hawai'i,9,2019,0,0,285,-355,10,-110,-10,-110,7.51,14,0,1,0,0,1,1.28169014084507,0.954545454545455,1.28169014084507,2.49
Boise State,Hawai'i,15,2019,1,1,-595,430,-14,-110,14,-110,-11.78,-21,1,0,0,0,1,1.16806722689076,0.954545454545455,1.16806722689076,2.22
Wyoming,Hawai'i,9,2020,0,1,120,-141,3,-110,-3,-110,11.44,-24,1,0,0,0,0,0,0.954545454545455,0,8.44
San Diego State,Hawai'i,11,2020,1,1,-347,277,-9.5,-110,9.5,-108,-9.54,-24,0,0,1,1.92592592592593,1,1.28818443804035,0.962962962962963,1.28818443804035,0.0399999999999991
New Mexico State,Hawai'i,4,2022,1,1,-200,160,-4.5,-107,4.5,-112,-6.08,-19,0,0,1,1.89285714285714,1,1.5,0.946428571428571,1.5,1.58
Colorado State,Hawai'i,8,2022,0,1,-235,187,-6,-108,6,-112,2.98,-4,1,1,1,1.92592592592593,0,0,0.962962962962963,1.42553191489362,8.98
Sam Houston,Hawai'i,3,2024,0,1,-174,144,-4,-109,4,-111,15.71,-18,1,0,0,0,0,0,0.950450450450451,1.57471264367816,19.71
SMU,Houston,14,2014,0,0,NA,NA,NA,NA,NA,NA,16.25,26,NA,NA,NA,NA,1,NA,NA,NA,NA
Cincinnati,Houston,3,2016,0,0,265,-300,7.5,-110,-7.5,-105,1.43,24,0,1,0,0,1,1.33333333333333,0.954545454545455,1.33333333333333,6.07
Memphis,Houston,13,2016,0,1,170,-200,5,-110,-5,-110,3.12,-4,0,0,1,1.90909090909091,0,0,0.954545454545455,0,1.88
Tulsa,Houston,7,2017,0,1,440,-590,14,-110,-14,-110,9.52,-28,0,0,1,1.90909090909091,0,0,0.954545454545455,0,4.48
South Florida,Houston,9,2017,1,0,-390,305,-10,-110,10,-110,-16.22,4,0,1,0,0,0,0,0.954545454545455,0,6.22
East Carolina,Houston,7,2018,0,0,550,-769,16,-110,-16,-110,12.78,22,0,1,0,0,1,1.13003901170351,0.954545454545455,1.13003901170351,3.22
Memphis,Houston,13,2018,1,1,-330,270,-9.5,-110,9.5,-110,-12.67,-21,0,0,1,1.90909090909091,1,1.3030303030303,0.954545454545455,1.3030303030303,3.17
Navy,Houston,8,2020,0,0,NA,NA,NA,NA,NA,NA,3.55,16,NA,NA,NA,NA,1,NA,NA,NA,NA
Memphis,Houston,15,2020,1,1,200,-245,6.5,-110,-6.5,-115,-5.44,-3,0,0,1,1.8695652173913,1,3,0.934782608695652,0,11.94
Rice,Houston,2,2021,0,0,250,-320,7.5,-110,-7.5,-110,19.62,37,1,1,1,1.90909090909091,1,1.3125,0.954545454545455,1.3125,12.12
Kansas State,Houston,9,2023,1,1,-1050,620,-17.5,-112,17.5,-110,-16.51,-41,1,0,0,0,1,1.0952380952381,0.954545454545455,1.0952380952381,0.989999999999998
Oklahoma,Houston,2,2024,1,1,-6550,1800,-28,-112,28,-112,-18.06,-4,1,1,1,1.89285714285714,1,1.01526717557252,0.946428571428571,1.01526717557252,9.94
Georgia Southern,Idaho,7,2014,1,1,NA,NA,NA,NA,NA,NA,-18.57,-23,NA,NA,NA,NA,1,NA,NA,NA,NA
South Alabama,Idaho,10,2015,0,1,NA,NA,NA,NA,NA,NA,2.88,-7,NA,NA,NA,NA,0,0,NA,NA,NA
Washington State,Idaho,3,2016,1,1,-3200,1840,-28.5,-110,28.5,-105,-18.26,-50,1,0,0,0,1,1.03125,0.976190476190476,1.03125,10.24
UNLV,Idaho,4,2016,1,0,-570,464,-14.5,-110,14.5,-110,-15.98,3,0,1,0,0,0,0,0.954545454545455,0,1.48
UL Monroe,Idaho,6,2016,1,0,-138,121,-3,100,3,-115,-2.21,3,1,1,1,2,0,0,1,0,0.79
Texas State,Idaho,11,2016,0,0,280,-350,9.5,-110,-9.5,-110,12.99,33,1,1,1,1.90909090909091,1,1.28571428571429,0.954545454545455,1.28571428571429,3.49
Western Michigan,Idaho,3,2017,0,1,-870,620,-17,-110,17,-110,5.6,-9,1,1,1,1.90909090909091,0,0,0.954545454545455,1.11494252873563,22.6
Missouri,Idaho,8,2017,1,1,-595,445,-14,-110,14,-110,-10.14,-47,1,0,0,0,1,1.16806722689076,0.954545454545455,1.16806722689076,3.86
Troy,Idaho,10,2017,1,1,-1000,700,-18,-110,18,-110,-9.51,-3,1,1,1,1.90909090909091,1,1.1,0.954545454545455,1.1,8.49
Georgia State,Idaho,14,2017,1,0,-310,250,-7.5,-110,7.5,-110,-9.37,14,0,1,0,0,0,0,0.954545454545455,0,1.87
Washington,Illinois,3,2014,1,1,NA,NA,NA,NA,NA,NA,-3.16,-25,NA,NA,NA,NA,1,NA,NA,NA,NA
Penn State,Illinois,9,2015,1,1,NA,NA,NA,NA,NA,NA,-7.74,-39,NA,NA,NA,NA,1,NA,NA,NA,NA
Rutgers,Illinois,7,2016,0,0,165,-178,4,-110,-4,-108,8.59,17,1,1,1,1.90909090909091,1,1.56179775280899,0.954545454545455,1.56179775280899,4.59
Iowa,Illinois,6,2017,1,1,-760,530,-16,-110,16,-110,-10.21,-29,1,0,0,0,1,1.13157894736842,0.954545454545455,1.13157894736842,5.79
Minnesota,Illinois,8,2017,1,1,-600,450,-14.5,-110,14.5,-110,-8.14,-7,1,1,1,1.90909090909091,1,1.16666666666667,0.954545454545455,1.16666666666667,6.36
Rutgers,Illinois,6,2018,0,0,175,-205,4.5,-110,-4.5,-110,5.78,21,1,1,1,1.90909090909091,1,1.48780487804878,0.954545454545455,1.48780487804878,1.28
Maryland,Illinois,9,2018,1,1,-750,534,-16.5,-110,16.5,-110,-9.84,-30,1,0,0,0,1,1.13333333333333,0.954545454545455,1.13333333333333,6.66
Iowa,Illinois,13,2019,1,1,-710,500,-15.5,-110,15.5,-110,-7,-9,1,1,1,1.90909090909091,1,1.14084507042254,0.954545454545455,1.14084507042254,8.5
Rutgers,Illinois,11,2020,1,0,-212,181,-5.5,-105,5.5,-111,-8.9,3,0,1,0,0,0,0,0.976190476190476,0,3.4
Nebraska,Illinois,12,2020,1,0,-750,500,-16.5,-110,16.5,-110,-4.28,18,1,1,1,1.90909090909091,0,0,0.954545454545455,0,12.22
Penn State,Illinois,16,2020,1,1,NA,NA,NA,NA,NA,NA,-14.86,-35,NA,NA,NA,NA,1,NA,NA,NA,NA
Purdue,Illinois,4,2021,1,1,-432,310,-10.5,-102,10.5,-118,-13.94,-4,0,1,0,0,1,1.23148148148148,0.990196078431373,1.23148148148148,3.44
Penn State,Illinois,8,2021,1,0,-3832,1248,-24.5,-112,24.5,-110,-15.22,2,1,1,1,1.89285714285714,0,0,0.946428571428571,0,9.28
Minnesota,Illinois,10,2021,1,0,-690,490,-14.5,-110,14.5,-110,-16.14,8,0,1,0,0,0,0,0.954545454545455,0,1.64
Wisconsin,Illinois,5,2022,0,0,-275,210,-6.5,-114,6.5,-106,8.87,24,1,1,1,1.87719298245614,1,3.1,0.93859649122807,0,15.37
Wake Forest,Indiana,4,2015,1,0,NA,NA,NA,NA,NA,NA,-7.58,7,NA,NA,NA,NA,0,0,NA,NA,NA
Penn State,Indiana,6,2015,1,1,NA,NA,NA,NA,NA,NA,-7.14,-22,NA,NA,NA,NA,1,NA,NA,NA,NA
Michigan State,Indiana,8,2015,1,1,NA,NA,NA,NA,NA,NA,-12.53,-26,NA,NA,NA,NA,1,NA,NA,NA,NA
Ohio State,Indiana,6,2016,1,1,-6385,3000,-28,-110,28,-110,-14.36,-21,1,1,1,1.90909090909091,1,1.01566170712608,0.954545454545455,1.01566170712608,13.64
Northwestern,Indiana,8,2016,1,1,-160,140,-3,-120,3,100,-7.18,-10,0,0,1,2,1,1.625,1,1.625,4.18
Penn State,Indiana,5,2017,1,1,-1170,785,-20,-110,20,-110,-17.56,-31,1,0,0,0,1,1.08547008547009,0.954545454545455,1.08547008547009,2.44
Maryland,Indiana,9,2017,0,1,215,-265,6.5,-110,-6.5,-110,4.93,-3,0,0,1,1.90909090909091,0,0,0.954545454545455,0,1.57
Illinois,Indiana,11,2017,0,0,315,-410,10.5,-110,-10.5,-110,7.53,10,0,0,1,1.90909090909091,1,1.24390243902439,0.954545454545455,1.24390243902439,2.97
Purdue,Indiana,13,2017,1,1,-115,-105,-1,-110,1,-110,-6.17,-7,0,0,1,1.90909090909091,1,1.8695652173913,0.954545454545455,1.8695652173913,5.17
Rutgers,Indiana,5,2018,0,0,471,-640,14.5,-110,-14.5,-110,20.16,7,1,0,0,0,1,1.15625,0.954545454545455,1.15625,5.66
Ohio State,Indiana,6,2018,1,1,-4145,1474,-27.5,-110,27.5,-110,-13.27,-23,1,1,1,1.90909090909091,1,1.02412545235223,0.954545454545455,1.02412545235223,14.23
Minnesota,Indiana,9,2018,1,1,120,-140,2.5,-105,-2.5,-115,-4.26,-7,0,0,1,1.8695652173913,1,2.2,0.934782608695652,0,6.76
Nebraska,Indiana,9,2019,0,0,-136,116,-2.5,-112,2.5,-105,12.01,7,1,1,1,1.89285714285714,1,2.16,0.946428571428571,0,14.51
Rutgers,Indiana,9,2020,1,0,320,-417,11.5,-111,-11.5,-109,-2.94,16,0,1,0,0,0,0,0.950450450450451,1.23980815347722,14.44
Ohio State,Indiana,12,2020,1,1,-1275,736,-21,-110,21,-110,-10.36,-7,1,1,1,1.90909090909091,1,1.07843137254902,0.954545454545455,1.07843137254902,10.64
